product_id,name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications,duplicate_ids
CPU-351-13-30,CPU LOW POWER SBC NXP IMX,EUROTECH,SBC,False,ARM,"Single core, dual core, quad core",NXP,"Low power consumption, typical 5W",Up to 4GB DDR3,"Up to 64GB eMMC, 1x SATA, 1x microSD slot",9-36 VDC,"['2x Ethernet 10/100/1000 Mbps', '4x USB 2.0 Type A', '1x USB 2.0 Internal Header', '2x RS-232/422/485', '2x CAN bus', '1x PCI Express Mini Card Slot', '1x SPI', '1x I2C', '1x LVDS', '1x HDMI', '1x RGB', '1x Wire Resistive Touch Controller']","Wi-Fi, Bluetooth LE, GNSS, Zigbee","Linux, Yocto, WEC, Everyware Software Framework",85°C,-40°C,"RoHS, REACH","Low power SBC with NXP iMX processor, extensive I/O, and IoT capabilities.","The CPU Low Power SBC NXP iMX is designed for industrial and transportation applications, offering multicore processing, extensive I/O options, and integrated IoT support.","The CPU Low Power SBC NXP iMX is a single board computer featuring NXP iMX processors with options for single, dual, or quad-core configurations. It supports up to 4GB DDR3 RAM and up to 64GB eMMC storage. The board includes a wide range of interfaces such as Ethernet, USB, CAN bus, and video outputs like LVDS and HDMI. It is designed for low power consumption, typically around 5W, and supports a wide operating temperature range. The board is ideal for industrial and transportation applications, with integrated IoT capabilities and support for various operating systems.","Industrial, transportation, IoT applications",['CPU-351-13-30']
10J200RCB11X0,RCB,NEXCOBOT,MINI-ITX,False,x86-64,4C/8T,INTEL,15W,"DDR4 SODIMM, 3200MHz, 64GB",M.2 2242/2280 Key B (support SATA/PCIe),12V,"['4x USB 3.2 Gen 1', '4x USB 2.0', '2x RS-232', '2x RS-485', '2x GbE LAN', '1x VGA', '1x HDMI', '1x Audio Line-out', '1x Mic-in']","LTE, 4G support","['Windows 10 64-bit', 'Ubuntu 20.04']",60°C,-20°C,"['CE', 'FCC Class A']","RCB is a high-performance Mini-ITX board with Intel's 11th Gen Core processors, suitable for industrial applications.","The RCB board features Intel's 11th Gen Core processors, offering high-performance AI computing capabilities. It supports multiple display outputs, extensive I/O interfaces, and is designed for industrial applications such as robotics and IoT.","RCB is equipped with Intel's Tiger Lake-UP 11th Gen Core i processors, providing high-performance computing for AI and visual recognition applications. It includes dual-channel DDR4 SODIMM memory support, multiple USB and COM ports, and is suitable for various industrial applications including robotics, AMR, and IoT.","['Robotics', 'Industrial Automation', 'IoT', 'Medical Institutions', 'E-commerce Logistics']",['10J200RCB11X0']
SOM-5992D8F-U0A1,SOM INTEL XEON PROCESSOR D COM EXPRESS R TYPE MODULE,ADVANTECH,COM EXPRESS BASIC MODULE,False,x86,6,INTEL,45W,Up to 128GB DDR4 ECC/non-ECC,"2x SATA3, 6Gb/s",12V,"['PCIe x16, PCIe x8, PCIe x4, USB 3.0, USB 2.0, SATA III, LPC, SMBus, SPI, GPIO']",,['Windows IoT Enterprise LTSB'],85°C,-40°C,,High-performance COM Express module with Intel Xeon D processor.,"The SOM Intel Xeon Processor D COM Express R Type Module is designed for high-performance computing applications, featuring Intel Xeon D processors, support for up to 128GB DDR4 ECC/non-ECC memory, and a variety of I/O interfaces including PCIe, USB, and Ethernet.","This module is a COM Express Basic Module with Intel Xeon D processors, offering robust performance for industrial applications. It supports up to 128GB of DDR4 ECC/non-ECC memory and provides extensive I/O options including PCIe, USB, SATA, and Ethernet interfaces. The module is suitable for harsh environments with an operating temperature range from -40°C to 85°C.","['Industrial automation', 'Networking', 'Telecommunications', 'Data centers']",['SOM-5992D8F-U0A1']
102110539,ODYSSEY XJ,SEEED STUDIO,Raspberry Pi compatible,False,x86,Quad-core,INTEL,,8GB LPDDR4,64GB eMMC,12V DC,"['USB Type-A x4, USB Type-C x1, HDMI x1, DP x1, SATA III x1, Micro SD card slot x1, SIM Card slot x1']","Wi-Fi a/b/g/n/ac, Bluetooth, 4G LTE (with module)","Windows, Linux",75°C,0°C,"FCC, CE","ODYSSEY XJ is a versatile single-board computer compatible with Raspberry Pi, featuring Intel Celeron J processor, 8GB RAM, and multiple connectivity options.","The ODYSSEY XJ is a powerful single-board computer designed for both commercial and personal use. It supports Windows and Linux operating systems, and offers extensive connectivity options including Wi-Fi, Bluetooth, and optional 4G LTE. It is equipped with an Intel Celeron J processor, 8GB of LPDDR4 RAM, and 64GB of eMMC storage.","ODYSSEY XJ is a high-performance single-board computer featuring an Intel Celeron J processor and Intel UHD Graphics. It includes 8GB of LPDDR4 memory and 64GB of eMMC storage, with additional storage options via M.2 PCIe, M.2 SATA, and SATA connectors. The board supports Windows and Linux operating systems, and offers a range of connectivity options including Wi-Fi, Bluetooth, and optional 4G LTE. It is compatible with Raspberry Pi and Arduino ecosystems, making it suitable for a wide range of applications.","IoT, Edge Computing, Home Automation, Industrial Automation, Prototyping",['102110539']
AIHDP-7500T-8G-2.5S256G-P216B12,EAGLE EYES AIHD,AIC,DIN RAIL,False,X86,4,INTEL,65W,MAX 32GB DDR4 SODIMM,THREE INTERNAL SATA PORTS,9-36V DC,"['SIX RJ45 GBE', 'SIX USB PORTS', 'ONE RS232', 'ONE RS485', 'THREE SIM SLOTS']","['WIFI', 'BLUETOOTH', 'GPS', 'GSM/GPRS']","['WINDOWS 10', 'WINDOWS IOT', 'LINUX']",70°C,-20°C,"['CE', 'FCC CLASS A', 'CB']","DIN Rail Box Computer with Intel Core S processor, multiple I/O interfaces, and wide voltage input.","The Eagle Eyes AIHD is a robust DIN Rail Box Computer featuring the 7th Gen Intel Core S processor, supporting a wide range of I/O interfaces including multiple Ethernet, USB, and serial ports. It offers wireless communication capabilities and is designed for industrial applications with a wide operating temperature range.","The Eagle Eyes AIHD is an embedded box PC designed for industrial applications. It supports the 7th Gen Intel Core S processor, providing high performance with a TDP of 65W. The system includes multiple I/O interfaces such as six RJ45 GbE ports, six USB ports, and two serial ports. It supports wireless communications including WiFi, Bluetooth, GPS, and GSM/GPRS. The device is built with a fanless aluminum chassis and supports a wide input voltage range of 9-36V DC. It is certified with CE, FCC Class A, and CB standards.","['INDUSTRIAL AUTOMATION', 'REMOTE MONITORING', 'COMMUNICATION GATEWAYS']",['AIHDP-7500T-8G-2.5S256G-P216B12']
WAFER-ULT2-i1-i5-R12,WAFERULTIIR,IEI,Single Board Computer,False,x86,2,Intel,15W,"Two 204-pin DDR3L SODIMM slots, up to 16GB",mSATA,12V,"['Multiple USB, RS-232, SATA, PCIe Mini']",Wi-Fi or LTE modules supported,Linux,60°C,0°C,"CE, FCC","A compact single board computer with Intel ULT processors, supporting dual-channel DDR3L memory and multiple I/O interfaces.","The WAFERULTIIR is a single board computer featuring Intel's 5th generation ULT processors, offering dual-channel DDR3L memory support, multiple display outputs, and extensive I/O options including USB, SATA, and PCIe Mini.","The WAFERULTIIR by IEI is a robust single board computer designed for industrial applications. It is powered by Intel's 5th generation ULT processors, providing efficient performance with a dual-core architecture. The board supports dual-channel DDR3L SODIMM slots, allowing up to 16GB of memory. It offers a variety of I/O interfaces including USB, RS-232, SATA, and PCIe Mini, making it versatile for different applications. The board is compliant with CE and FCC standards, ensuring reliability and safety.","Industrial automation, embedded systems, digital signage, and IoT applications.",['WAFER-ULT2-i1-i5-R12']
SHB150RDGG-Q370 wslashPCIex1 BIOS,SHBRDGGC,AXIOMTEK,PICMG Fullsize CPU Card,False,x86,,INTEL,35W,"DDR4, Up to 64GB",mSATA,12V,"['2x GbE LAN', '4x USB 3.1 Gen1', '4x USB 2.0', '2x SATA', '2x COM ports']",,"['Windows', 'Linux']",60°C,0°C,"TAA Certificate, RoHS 3 Certificate, 80 PLUS Certification",Axiomtek SHBRDGGC is a PICMG full-size CPU card supporting Intel processors with dual LAN and multiple I/O interfaces.,"The Axiomtek SHBRDGGC is a robust PICMG full-size CPU card designed for industrial applications, supporting Intel's latest processors, dual LAN, and a variety of I/O interfaces for versatile connectivity.","The SHBRDGGC by Axiomtek is a full-size CPU card based on the PICMG standard, featuring an LGA socket for Intel's 10th and 11th generation Core, Xeon, Pentium, and Celeron processors. It includes dual Gigabit Ethernet, multiple USB and SATA ports, and supports DDR4 memory up to 64GB. The card is designed for high-performance computing in industrial environments, with a wide range of expansion options and robust thermal management.","['Industrial Automation', 'Embedded Systems', 'Network Appliances']",['SHB150RDGG-Q370 wslashPCIex1 BIOS']
MIO-5251J-U0A1N,MIOJUAE,ADVANTECH,MIO,False,X86,Quad-Core,INTEL,10W,DDR3L 1600MHz SODIMM,mSATA,12V,['Not Available'],WiFi/BT kit package with Intel AC9260 802.11 ac/a/b/g/n + Bluetooth 5.0,"['Windows 10 IoT', 'Linux', 'VxWorks']",60°C,-20°C,Certification ready wireless kit with Intel XMM7560 4G LTE CAT16,"Compact SBC with Intel Celeron J processor, supporting multiple display outputs and rich I/O.","The MIOJUAE is a compact single board computer featuring an Intel Celeron J processor, designed for flexible applications with multiple display outputs including VGA, HDMI, and DisplayPort. It supports DDR3L memory and offers rich I/O options.","The MIOJUAE by Advantech is a versatile single board computer equipped with an Intel Celeron J processor. It supports DDR3L 1600MHz SODIMM memory and mSATA storage. The board features multiple display outputs such as VGA, HDMI, and DisplayPort, making it suitable for various applications. It includes a wide range of I/O interfaces and expansion options, including full-size Mini PCIe and MIOe connectors.","['Industrial Automation', 'Digital Signage', 'Kiosk Systems']",['MIO-5251J-U0A1N']
ASMB-585G4-00A1E,ASMB,ADVANTECH,MICRO ATX,False,x86-64,12,INTEL,95W,"DDR4 ECC/Non-ECC 2133 MHz, up to 64GB",Platform Solid State Mass Memory,+12 V/+5 V/+3.3 V/+5 VSB/V12_8P/-12 V,"['10 RS-232', '6 RS-422', '4 RS-485', 'USB 3.0', 'USB 2.0', 'VGA', 'DVI']",Poor wireless connectivity,"Windows 10 64-bit, Windows Server 2016 64-bit",60°C,0°C,CE/FCC,Micro ATX server board supporting Intel Xeon E and Core i3 processors with extensive I/O options.,"The ASMB is a Micro ATX server board designed for Intel Xeon E and Core i3 processors, featuring DDR4 ECC/Non-ECC memory support, multiple PCIe slots, and a wide range of I/O interfaces including USB, VGA, and DVI.","The ASMB server board supports Intel Xeon E and Core i3 processors, offering a robust platform with DDR4 ECC/Non-ECC memory support up to 64GB. It includes multiple PCIe slots for expansion, integrated Intel HD Graphics, and a variety of I/O ports such as USB, VGA, and DVI. The board is optimized for rackmount applications with a design that ensures positive airflow and supports an operating temperature range from 0°C to 60°C.","['Server applications', 'Industrial computing', 'Data centers']",['ASMB-585G4-00A1E']
SOM-C350C3R-H2A1,SOMCR,ADVANTECH,COMHPC SIZE C MODULE,False,x86,16,INTEL,125 W,"DDR4 SODIMM, up to 128 GB",eMMC onboard,12V,"['PCIe x16 Gen4', 'PCIe x4 Gen3', 'USB 3.2 Gen2', 'SATA III']",Dual GbE & wireless connectivity,"['Windows 10', 'Linux']",60°C,0°C,MIL-STD-810G compliance,High-performance COMHPC module with Intel Alder Lake and Raptor Lake processors.,"The SOMCR is a COMHPC Size C module featuring Intel's Alder Lake and Raptor Lake processors, offering high scalability and performance with support for DDR4 SODIMM memory up to 128 GB, PCIe Gen4, and USB 3.2 Gen2 interfaces.","The SOMCR module by Advantech is designed for high-performance computing applications, integrating Intel's latest Alder Lake and Raptor Lake processors. It supports a wide range of interfaces including PCIe Gen4, USB 3.2 Gen2, and SATA III, making it suitable for various industrial and commercial applications. The module supports up to 128 GB of DDR4 SODIMM memory and operates within a temperature range of 0°C to 60°C.","['Industrial Automation', 'Embedded Systems', 'High-Performance Computing']","['SOM-C350C3R-H2A1', 'SOM-C350C5R-U9A1', 'SOM-C350C7R-U1A1', 'SOM-C350C9R-U3A1', 'SOM-C350PTR-H6A1', 'SOM-C350RC3R-H3A1', 'SOM-C350RC5R-U4A1', 'SOM-C350RC7R-S9A1', 'SOM-C350RC9R-S8A1']"
SBCNX-10-000AC,GEODE NX SBC,LOGIC,MINI-ITX,True,Mobile Athlon architecture,Dual-core,AMD,6W,1 GB PC3200 DDR DRAM,32GB eMMC ROM,Standard 20-pin ATX power supply,"['USB, PCI, Serial, Parallel, VGA, Audio']",,"['Windows CE', 'Windows XP/XPe', 'Linux']",+85°C,-40°C,AC97 v2.3 Compliance,The AMD Geode NX SBC is a Mini-ITX platform for developing embedded products with low power and high performance.,"The AMD Geode NX SBC is a complete Mini-ITX computing platform designed for building small form factor PC systems, ideal for OEMs developing low power, low noise, compact systems for commercial, industrial, and medical settings.","The AMD Geode NX SBC features a Mini-ITX form factor, AMD Geode NX 1500@6W processor, 1 GB PC3200 DDR DRAM, and supports various interfaces including USB, PCI, Serial, Parallel, VGA, and Audio. It is suitable for thin clients, medical devices, industrial devices, and wireless network devices.","['Thin clients', 'Medical devices', 'Industrial devices', 'Wireless network devices', 'Set-top boxes']",['SBCNX-10-000AC']
SRM6828S32D01GE000V20I0,ARMADA SOM A,SOLIDRUN LTD,SYSTEM ON MODULE,False,ARM,2,MARVELL,,Up to 4GB DDR3L,Optional eMMC up to 8GB,5V,"['Multiple interfaces including USB, GPIO, SATA, PCIe']","WiFi and Bluetooth 2.0 (2.4 GHz), BLE 4.2/5.0","['U-Boot', 'Linux Kernel 4.x', 'OpenWrt', 'Yocto']",85°C,-40°C,"CE, FCC/CSA",A dual-core ARM Cortex-A9 System on Module optimized for IoT systems.,"The ARMADA SOM A is a dual-core ARM Cortex-A9 System on Module, ideal for fast and efficient IoT systems, offering broad software support and various temperature grades.","The ARMADA SOM A by SolidRun is a robust System on Module featuring Marvell's ARMADA 38x SoC. It supports up to 4GB DDR3L memory, optional eMMC storage, and a variety of I/O interfaces. It is suitable for both commercial and industrial applications with a wide operating temperature range.","['Networking', 'Storage', 'IoT Systems']","['SRM6828S32D01GE000V20I0', 'SRM6828S32D01GE008V20C0', 'SRM6828S32D01GE008V20I0']"
ESRP-CMS-UNO2484,ESRPCMSUNO,ADVANTECH,REGULAR SIZE ENCLOSURE,False,X86,4,INTEL,6W,8 GB DDR4,1GB,12 VDC,"['4 x USB', '2 x HDMI', '2 x DP', '2 x LAN', '2 x RS232']","Wi-Fi/Bluetooth, 3g and GPS",THINMANAGER,60 C,0 C,"['CE', 'FCC', 'UL', 'CB', 'CCC', 'ROHS']",Industrial thin client with multi-monitor support and Intel Core processor.,"The ESRPCMSUNO is an industrial thin client designed for centralized management with support for multiple monitors and ultraHD video outputs, powered by an Intel Core processor.","The ESRPCMSUNO is a robust industrial thin client compatible with ThinManager, featuring Intel Core i5 processor, 8 GB DDR4 memory, and support for up to 4 independent displays with HDMI and DP ports. It is designed for factory floor applications with certifications including CE, FCC, UL, and RoHS compliance.","['Factory floor applications', 'Centralized management', 'Industrial monitoring']",['ESRP-CMS-UNO2484']
ASMB-260I-21A1,ASMB-IA,ADVANTECH,MINI-ITX,False,x86,4,INTEL,65W,Supports up to 128GB DDR4 ECC/Non-ECC UDIMM/RDIMM,Supports SATA III and M.2,12V DC,"['4 USB, 2 GbE LAN, 1 PCIe x16, 6 SATA III']",Wi-Fi and Bluetooth module support,"WES7, WES8",60°C,0°C,"IEC-60068-2, IPC-A-610","Mini-ITX server board with Intel Atom C processor, supporting up to 128GB DDR4 memory.","The ASMB-IA is a Mini-ITX server board featuring an Intel Atom C processor, supporting dual-channel DDR4 ECC/Non-ECC UDIMM/RDIMM memory up to 128GB, with multiple I/O options including PCIe, SATA III, and dual GbE LAN.","The Advantech ASMB-IA Mini-ITX server board is designed for high-performance applications, equipped with an Intel Atom C processor. It supports up to 128GB of DDR4 ECC/Non-ECC UDIMM/RDIMM memory, providing robust data handling capabilities. The board includes a variety of I/O interfaces such as PCIe x16, SATA III, and dual GbE LAN ports, making it suitable for diverse industrial applications. The board operates within a temperature range of 0°C to 60°C, ensuring reliability in various environments.","Industrial applications, server solutions, data handling","['ASMB-260I-21A1', 'ASMB-260I-22A1', 'ASMB-260T2-22A1']"
